"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Apr 01 05:47:30 GMT 2024","Mon Apr 01 05:47:37 GMT 2024","7172","","Website Navigation","","","","Check Body section is loaded correctly",""
"failed","Mon Apr 01 05:55:40 GMT 2024","Mon Apr 01 05:56:46 GMT 2024","66824","","Weather Shopper Website","","","","Shopping for Moisturizers in Cold Weather",""
"failed","Mon Apr 01 06:03:03 GMT 2024","Mon Apr 01 06:04:10 GMT 2024","66973","","Weather Shopper Website","","","","Shopping for Sunscreens in Hot Weather",""
"failed","Mon Apr 01 05:39:16 GMT 2024","Mon Apr 01 05:40:28 GMT 2024","71771","","Website Navigation","","","","Verify Home Menu Navigation Item and Components",""
"failed","Mon Apr 01 05:45:54 GMT 2024","Mon Apr 01 05:46:59 GMT 2024","64794","","Website Navigation","","","","Check Footer section is loaded correctly",""
"failed","Mon Apr 01 06:10:42 GMT 2024","Mon Apr 01 06:11:58 GMT 2024","76535","","Weather Shopper Website","","","","No Shopping Action Required in Moderate Weather",""
