"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Dec 23 21:32:56 GMT 2023","Sat Dec 23 21:34:16 GMT 2023","80597","","Weather Shopper Website","","","","Shopping for Moisturizers in Cold Weather",""
"passed","Sat Dec 23 21:29:47 GMT 2023","Sat Dec 23 21:29:56 GMT 2023","8766","","Website Navigation","","","","Check Footer section is loaded correctly",""
"failed","Sat Dec 23 21:30:08 GMT 2023","Sat Dec 23 21:30:14 GMT 2023","6442","","Website Navigation","","","","Check Body section is loaded correctly",""
"failed","Sat Dec 23 21:40:16 GMT 2023","Sat Dec 23 21:41:37 GMT 2023","80549","","Weather Shopper Website","","","","No Shopping Action Required in Moderate Weather",""
"passed","Sat Dec 23 21:29:16 GMT 2023","Sat Dec 23 21:29:47 GMT 2023","30986","","Website Navigation","","","","Verify Home Menu Navigation Item and Components",""
"failed","Sat Dec 23 21:36:34 GMT 2023","Sat Dec 23 21:37:45 GMT 2023","70527","","Weather Shopper Website","","","","Shopping for Sunscreens in Hot Weather",""
