"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 01 05:55:46 GMT 2024","Mon Jul 01 05:57:03 GMT 2024","77166","","Weather Shopper Website","","","","Shopping for Moisturizers in Cold Weather",""
"failed","Mon Jul 01 05:40:08 GMT 2024","Mon Jul 01 05:41:20 GMT 2024","72496","","Website Navigation","","","","Verify Home Menu Navigation Item and Components",""
"failed","Mon Jul 01 06:03:30 GMT 2024","Mon Jul 01 06:04:45 GMT 2024","74733","","Weather Shopper Website","","","","Shopping for Sunscreens in Hot Weather",""
"failed","Mon Jul 01 05:46:48 GMT 2024","Mon Jul 01 05:47:53 GMT 2024","65131","","Website Navigation","","","","Check Footer section is loaded correctly",""
"failed","Mon Jul 01 06:11:11 GMT 2024","Mon Jul 01 06:12:26 GMT 2024","74865","","Weather Shopper Website","","","","No Shopping Action Required in Moderate Weather",""
"failed","Mon Jul 01 05:47:59 GMT 2024","Mon Jul 01 05:48:05 GMT 2024","6411","","Website Navigation","","","","Check Body section is loaded correctly",""
