"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 21 15:11:36 GMT 2023","Thu Dec 21 15:11:36 GMT 2023","371","","Weather Shopper Website","","","","No Shopping Action Required in Moderate Weather",""
"passed","Thu Dec 21 15:11:28 GMT 2023","Thu Dec 21 15:11:36 GMT 2023","8325","","Weather Shopper Website","","","","Shopping for Sunscreens in Hot Weather",""
"passed","Thu Dec 21 15:11:15 GMT 2023","Thu Dec 21 15:11:28 GMT 2023","12138","","Weather Shopper Website","","","","Shopping for Moisturizers in Cold Weather",""
